이름,주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고
과정공원,부산광역시 수영구 망미동 417-1,4,0:00,24:00,,,,,
과정공원,부산광역시 수영구 망미동 417-1,5,0:00,24:00,,,,,
과정공원,부산광역시 수영구 망미동 417-1,6,0:00,24:00,,,,,
과정공원,부산광역시 연제구 연산동 407,0,0:00,24:00,,,,,
과정공원,부산광역시 연제구 연산동 407,1,0:00,24:00,,,,,
과정공원,부산광역시 연제구 연산동 407,2,0:00,24:00,,,,,
과정공원,부산광역시 연제구 연산동 407,3,0:00,24:00,,,,,
과정공원,부산광역시 연제구 연산동 407,4,0:00,24:00,,,,,
과정공원,부산광역시 연제구 연산동 407,5,0:00,24:00,,,,,
과정공원,부산광역시 연제구 연산동 407,6,0:00,24:00,,,,,
광명어린이공원,부산광역시 영도구 동삼동 1123-11,0,0:00,24:00,,,,,
광명어린이공원,부산광역시 영도구 동삼동 1123-11,1,0:00,24:00,,,,,
광명어린이공원,부산광역시 영도구 동삼동 1123-11,2,0:00,24:00,,,,,
광명어린이공원,부산광역시 영도구 동삼동 1123-11,3,0:00,24:00,,,,,
광명어린이공원,부산광역시 영도구 동삼동 1123-11,4,0:00,24:00,,,,,
광명어린이공원,부산광역시 영도구 동삼동 1123-11,5,0:00,24:00,,,,,
광명어린이공원,부산광역시 영도구 동삼동 1123-11,6,0:00,24:00,,,,,
광복지하도상가,부산광역시 중구 중앙동1가 25-2,0,10:00,20:00,,,,,
광복지하도상가,부산광역시 중구 중앙동1가 25-2,1,10:00,20:00,,,,,
광복지하도상가,부산광역시 중구 중앙동1가 25-2,2,10:00,20:00,,,,,매월 둘째 주 화요일 휴무
광복지하도상가,부산광역시 중구 중앙동1가 25-2,3,10:00,20:00,,,,,
광복지하도상가,부산광역시 중구 중앙동1가 25-2,4,10:00,20:00,,,,,
광복지하도상가,부산광역시 중구 중앙동1가 25-2,5,10:00,20:00,,,,,
광복지하도상가,부산광역시 중구 중앙동1가 25-2,6,10:00,20:00,,,,,
광안1동 소공원,부산광역시 수영구 광안동 1302-9,0,0:00,24:00,,,,,
광안1동 소공원,부산광역시 수영구 광안동 1302-9,1,0:00,24:00,,,,,
광안1동 소공원,부산광역시 수영구 광안동 1302-9,2,0:00,24:00,,,,,
광안1동 소공원,부산광역시 수영구 광안동 1302-9,3,0:00,24:00,,,,,
광안1동 소공원,부산광역시 수영구 광안동 1302-9,4,0:00,24:00,,,,,
광안1동 소공원,부산광역시 수영구 광안동 1302-9,5,0:00,24:00,,,,,
광안1동 소공원,부산광역시 수영구 광안동 1302-9,6,0:00,24:00,,,,,
광안공원,부산광역시 수영구 광안동 260-2,0,0:00,24:00,,,,,
광안공원,부산광역시 수영구 광안동 260-2,1,0:00,24:00,,,,,
광안공원,부산광역시 수영구 광안동 260-2,2,0:00,24:00,,,,,
광안공원,부산광역시 수영구 광안동 260-2,3,0:00,24:00,,,,,
광안공원,부산광역시 수영구 광안동 260-2,4,0:00,24:00,,,,,
광안공원,부산광역시 수영구 광안동 260-2,5,0:00,24:00,,,,,
광안공원,부산광역시 수영구 광안동 260-2,6,0:00,24:00,,,,,
광안리 골방,부산광역시 수영구 민락동 34-7,0,15:00,1:00,,,,,
광안리 골방,부산광역시 수영구 민락동 34-7,1,12:00,1:00,16:00,17:00,,,
광안리 골방,부산광역시 수영구 민락동 34-7,2,,,,,,TRUE,
광안리 골방,부산광역시 수영구 민락동 34-7,3,12:00,23:00,16:00,17:00,,,
광안리 골방,부산광역시 수영구 민락동 34-7,4,12:00,1:00,16:00,17:00,,,
광안리 골방,부산광역시 수영구 민락동 34-7,5,12:00,1:00,16:00,17:00,,,
광안리 골방,부산광역시 수영구 민락동 34-7,6,11:00,1:00,14:30,15:00,,,
광안리해수욕장,부산광역시 수영구 광안동 192-20,0,0:00,24:00,,,,,
광안리해수욕장,부산광역시 수영구 광안동 192-20,1,0:00,24:00,,,,,
광안리해수욕장,부산광역시 수영구 광안동 192-20,2,0:00,24:00,,,,,
광안리해수욕장,부산광역시 수영구 광안동 192-20,3,0:00,24:00,,,,,
광안리해수욕장,부산광역시 수영구 광안동 192-20,4,0:00,24:00,,,,,
광안리해수욕장,부산광역시 수영구 광안동 192-20,5,0:00,24:00,,,,,
광안리해수욕장,부산광역시 수영구 광안동 192-20,6,0:00,24:00,,,,,
광안종합시장,부산광역시 수영구 광안동 94-1 ,0,,,,,,,
광안종합시장,부산광역시 수영구 광안동 94-1 ,1,,,,,,,
광안종합시장,부산광역시 수영구 광안동 94-1 ,2,,,,,,,
광안종합시장,부산광역시 수영구 광안동 94-1 ,3,,,,,,,
광안종합시장,부산광역시 수영구 광안동 94-1 ,4,,,,,,,
광안종합시장,부산광역시 수영구 광안동 94-1 ,5,,,,,,,
광안종합시장,부산광역시 수영구 광안동 94-1 ,6,,,,,,,
괴정공원,부산광역시 사하구 괴정동 581-28,0,0:00,24:00,,,,,
괴정공원,부산광역시 사하구 괴정동 581-28,1,0:00,24:00,,,,,
괴정공원,부산광역시 사하구 괴정동 581-28,2,0:00,24:00,,,,,
괴정공원,부산광역시 사하구 괴정동 581-28,3,0:00,24:00,,,,,
괴정공원,부산광역시 사하구 괴정동 581-28,4,0:00,24:00,,,,,
괴정공원,부산광역시 사하구 괴정동 581-28,5,0:00,24:00,,,,,
괴정공원,부산광역시 사하구 괴정동 581-28,6,0:00,24:00,,,,,
괴정동 경로당 공원,부산광역시 사하구 괴정동 545-7,0,0:00,24:00,,,,,
괴정동 경로당 공원,부산광역시 사하구 괴정동 545-7,1,0:00,24:00,,,,,
괴정동 경로당 공원,부산광역시 사하구 괴정동 545-7,2,0:00,24:00,,,,,
괴정동 경로당 공원,부산광역시 사하구 괴정동 545-7,3,0:00,24:00,,,,,
괴정동 경로당 공원,부산광역시 사하구 괴정동 545-7,4,0:00,24:00,,,,,
괴정동 경로당 공원,부산광역시 사하구 괴정동 545-7,5,0:00,24:00,,,,,
괴정동 경로당 공원,부산광역시 사하구 괴정동 545-7,6,0:00,24:00,,,,,
괴정동 노인복지관 앞 공원,부산광역시 사하구 괴정동 578-17,0,0:00,24:00,,,,,
괴정동 노인복지관 앞 공원,부산광역시 사하구 괴정동 578-17,1,0:00,24:00,,,,,
괴정동 노인복지관 앞 공원,부산광역시 사하구 괴정동 578-17,2,0:00,24:00,,,,,
괴정동 노인복지관 앞 공원,부산광역시 사하구 괴정동 578-17,3,0:00,24:00,,,,,
괴정동 노인복지관 앞 공원,부산광역시 사하구 괴정동 578-17,4,0:00,24:00,,,,,
괴정동 노인복지관 앞 공원,부산광역시 사하구 괴정동 578-17,5,0:00,24:00,,,,,
괴정동 노인복지관 앞 공원,부산광역시 사하구 괴정동 578-17,6,0:00,24:00,,,,,
괴정동 사거리 앞 공원,부산광역시 사하구 괴정동 534-23,0,0:00,24:00,,,,,
괴정동 사거리 앞 공원,부산광역시 사하구 괴정동 534-23,1,0:00,24:00,,,,,
괴정동 사거리 앞 공원,부산광역시 사하구 괴정동 534-23,2,0:00,24:00,,,,,
괴정동 사거리 앞 공원,부산광역시 사하구 괴정동 534-23,3,0:00,24:00,,,,,
괴정동 사거리 앞 공원,부산광역시 사하구 괴정동 534-23,4,0:00,24:00,,,,,
괴정동 사거리 앞 공원,부산광역시 사하구 괴정동 534-23,5,0:00,24:00,,,,,
괴정동 사거리 앞 공원,부산광역시 사하구 괴정동 534-23,6,0:00,24:00,,,,,
괴정동 우체국 앞 공원,부산광역시 사하구 괴정동 537-43,0,0:00,24:00,,,,,
괴정동 우체국 앞 공원,부산광역시 사하구 괴정동 537-43,1,0:00,24:00,,,,,
괴정동 우체국 앞 공원,부산광역시 사하구 괴정동 537-43,2,0:00,24:00,,,,,
괴정동 우체국 앞 공원,부산광역시 사하구 괴정동 537-43,3,0:00,24:00,,,,,
괴정동 우체국 앞 공원,부산광역시 사하구 괴정동 537-43,4,0:00,24:00,,,,,
괴정동 우체국 앞 공원,부산광역시 사하구 괴정동 537-43,5,0:00,24:00,,,,,
괴정동 우체국 앞 공원,부산광역시 사하구 괴정동 537-43,6,0:00,24:00,,,,,
괴정동 주민센터 앞 어린이공원,부산광역시 사하구 괴정동 566-31,0,0:00,24:00,,,,,
괴정동 주민센터 앞 어린이공원,부산광역시 사하구 괴정동 566-31,1,0:00,24:00,,,,,
괴정동 주민센터 앞 어린이공원,부산광역시 사하구 괴정동 566-31,2,0:00,24:00,,,,,
괴정동 주민센터 앞 어린이공원,부산광역시 사하구 괴정동 566-31,3,0:00,24:00,,,,,
괴정동 주민센터 앞 어린이공원,부산광역시 사하구 괴정동 566-31,4,0:00,24:00,,,,,
괴정동 주민센터 앞 어린이공원,부산광역시 사하구 괴정동 566-31,5,0:00,24:00,,,,,
괴정동 주민센터 앞 어린이공원,부산광역시 사하구 괴정동 566-31,6,0:00,24:00,,,,,
괴정시장 소공원,부산광역시 사하구 괴정동 571-11,0,0:00,24:00,,,,,
괴정시장 소공원,부산광역시 사하구 괴정동 571-11,1,0:00,24:00,,,,,
괴정시장 소공원,부산광역시 사하구 괴정동 571-11,2,0:00,24:00,,,,,
괴정시장 소공원,부산광역시 사하구 괴정동 571-11,3,0:00,24:00,,,,,
괴정시장 소공원,부산광역시 사하구 괴정동 571-11,4,0:00,24:00,,,,,
괴정시장 소공원,부산광역시 사하구 괴정동 571-11,5,0:00,24:00,,,,,
괴정시장 소공원,부산광역시 사하구 괴정동 571-11,6,0:00,24:00,,,,,
괴정초등학교 앞 공원,부산광역시 사하구 괴정동 535-15,0,0:00,24:00,,,,,
괴정초등학교 앞 공원,부산광역시 사하구 괴정동 535-15,1,0:00,24:00,,,,,
괴정초등학교 앞 공원,부산광역시 사하구 괴정동 535-15,2,0:00,24:00,,,,,
괴정초등학교 앞 공원,부산광역시 사하구 괴정동 535-15,3,0:00,24:00,,,,,
괴정초등학교 앞 공원,부산광역시 사하구 괴정동 535-15,4,0:00,24:00,,,,,
괴정초등학교 앞 공원,부산광역시 사하구 괴정동 535-15,5,0:00,24:00,,,,,
괴정초등학교 앞 공원,부산광역시 사하구 괴정동 535-15,6,0:00,24:00,,,,,
교리근린공원,부산광역시 기장군 기장읍 교리 산 34-8,0,0:00,24:00,,,,,
교리근린공원,부산광역시 기장군 기장읍 교리 산 34-8,1,0:00,24:00,,,,,
교리근린공원,부산광역시 기장군 기장읍 교리 산 34-8,2,0:00,24:00,,,,,
교리근린공원,부산광역시 기장군 기장읍 교리 산 34-8,3,0:00,24:00,,,,,
교리근린공원,부산광역시 기장군 기장읍 교리 산 34-8,4,0:00,24:00,,,,,
교리근린공원,부산광역시 기장군 기장읍 교리 산 34-8,5,0:00,24:00,,,,,
교리근린공원,부산광역시 기장군 기장읍 교리 산 34-8,6,0:00,24:00,,,,,
갤러리 이비나인,부산광역시 동구 초량동 467,0,11:00,18:00,,,,,
갤러리 이비나인,부산광역시 동구 초량동 467,1,,,,,,TRUE,
갤러리 이비나인,부산광역시 동구 초량동 467,2,11:00,18:00,,,,,
갤러리 이비나인,부산광역시 동구 초량동 467,3,11:00,18:00,,,,,
갤러리 이비나인,부산광역시 동구 초량동 467,4,11:00,18:00,,,,,
갤러리 이비나인,부산광역시 동구 초량동 467,5,11:00,18:00,,,,,
갤러리 이비나인,부산광역시 동구 초량동 467,6,11:00,18:00,,,,,
구기공원,부산광역시 기장군 장안읍 반룡리 870,0,0:00,24:00,,,,,
